State,District,Year,Season,Crop,Area_ha,Production_q,Yield_q_per_ha
Andhra Pradesh,East Godavari,2019,Kharif,Cotton,8647,155646,18.0
Andhra Pradesh,East Godavari,2020,Kharif,Pigeonpea,4152,59788,14.4
Andhra Pradesh,East Godavari,2020,Rabi,Tomato,18968,394534,20.8
Andhra Pradesh,East Godavari,2020,Rabi,Chickpea,19385,300467,15.5
Andhra Pradesh,East Godavari,2020,Rabi,Potato,15096,3284889,217.6
Andhra Pradesh,East Godavari,2020,Rabi,Onion,4749,127273,26.8
Andhra Pradesh,East Godavari,2020,Kharif,Ragi,9487,167919,17.7
Andhra Pradesh,East Godavari,2020,Kharif,Soybean,16860,323712,19.2
Andhra Pradesh,East Godavari,2020,Kharif,Cotton,9115,178654,19.6
Andhra Pradesh,East Godavari,2021,Kharif,Pigeonpea,10352,142857,13.8
Andhra Pradesh,East Godavari,2021,Kharif,Tomato,16540,403576,24.4
Andhra Pradesh,East Godavari,2021,Rabi,Chickpea,4797,69076,14.4
Andhra Pradesh,East Godavari,2021,Rabi,Potato,13210,2858644,216.4
Andhra Pradesh,East Godavari,2021,Rabi,Onion,11801,298565,25.3
Andhra Pradesh,East Godavari,2021,Kharif,Ragi,15858,279100,17.6
Andhra Pradesh,East Godavari,2021,Kharif,Soybean,12238,271683,22.2
Andhra Pradesh,East Godavari,2021,Kharif,Cotton,22626,409530,18.1
Andhra Pradesh,East Godavari,2022,Kharif,Pigeonpea,17800,227840,12.8
Andhra Pradesh,East Godavari,2022,Rabi,Tomato,12472,296833,23.8
Andhra Pradesh,East Godavari,2022,Rabi,Chickpea,11128,161356,14.5
Andhra Pradesh,East Godavari,2022,Rabi,Potato,1860,439332,236.2
Andhra Pradesh,East Godavari,2022,Kharif,Onion,9954,220978,22.2
Andhra Pradesh,East Godavari,2022,Kharif,Ragi,13502,267339,19.8
Andhra Pradesh,East Godavari,2022,Kharif,Soybean,6694,123839,18.5
Andhra Pradesh,East Godavari,2022,Kharif,Cotton,7004,125371,17.9
Andhra Pradesh,West Godavari,2015,Kharif,Maize,12629,391499,31.0
Andhra Pradesh,West Godavari,2015,Rabi,Onion,6098,166475,27.3
Andhra Pradesh,West Godavari,2015,Kharif,Cotton,7630,161756,21.2
Andhra Pradesh,West Godavari,2015,Rabi,Chickpea,15894,239999,15.1
Andhra Pradesh,West Godavari,2015,Kharif,Soybean,15571,319205,20.5
Andhra Pradesh,West Godavari,2015,Kharif,Ragi,18788,315638,16.8
Andhra Pradesh,West Godavari,2015,Rabi,Mustard,5633,76045,13.5
Andhra Pradesh,West Godavari,2015,Kharif,Groundnut,17945,337366,18.8
Andhra Pradesh,West Godavari,2016,Rabi,Maize,14951,426103,28.5
Andhra Pradesh,West Godavari,2016,Rabi,Onion,10876,239272,22.0
Andhra Pradesh,West Godavari,2016,Kharif,Cotton,14372,306123,21.3
Andhra Pradesh,West Godavari,2016,Rabi,Chickpea,2253,34470,15.3
Andhra Pradesh,West Godavari,2016,Kharif,Soybean,7757,164448,21.2
Andhra Pradesh,West Godavari,2016,Kharif,Ragi,9540,166950,17.5
Andhra Pradesh,West Godavari,2016,Rabi,Mustard,3386,42663,12.6
Andhra Pradesh,West Godavari,2016,Kharif,Groundnut,4551,72360,15.9
Andhra Pradesh,West Godavari,2017,Rabi,Maize,15252,497215,32.6
Andhra Pradesh,West Godavari,2017,Kharif,Onion,14272,338246,23.7
Andhra Pradesh,West Godavari,2017,Kharif,Cotton,11631,258208,22.2
Andhra Pradesh,West Godavari,2017,Rabi,Chickpea,13857,239726,17.3
Andhra Pradesh,West Godavari,2017,Kharif,Soybean,5468,107719,19.7
Andhra Pradesh,West Godavari,2017,Kharif,Ragi,15121,267641,17.7
Andhra Pradesh,West Godavari,2017,Rabi,Mustard,12167,165471,13.6
Andhra Pradesh,West Godavari,2017,Kharif,Groundnut,7509,126151,16.8
Andhra Pradesh,West Godavari,2018,Kharif,Maize,5736,184125,32.1
Andhra Pradesh,West Godavari,2018,Rabi,Onion,12448,341075,27.4
Andhra Pradesh,West Godavari,2018,Kharif,Cotton,10839,228702,21.1
Andhra Pradesh,West Godavari,2018,Rabi,Chickpea,10387,150611,14.5
Andhra Pradesh,West Godavari,2018,Kharif,Soybean,7009,128965,18.4
Andhra Pradesh,West Godavari,2018,Kharif,Ragi,18191,301970,16.6
Andhra Pradesh,West Godavari,2018,Rabi,Mustard,16709,248964,14.9
Andhra Pradesh,West Godavari,2018,Kharif,Groundnut,12359,242236,19.6
Andhra Pradesh,West Godavari,2019,Kharif,Maize,17365,546997,31.5
Andhra Pradesh,West Godavari,2019,Kharif,Onion,10000,258000,25.8
Andhra Pradesh,West Godavari,2019,Kharif,Cotton,8431,162718,19.3
Andhra Pradesh,West Godavari,2019,Rabi,Chickpea,3232,51388,15.9
Andhra Pradesh,West Godavari,2019,Kharif,Soybean,11406,221276,19.4
Andhra Pradesh,West Godavari,2019,Kharif,Ragi,4958,92218,18.6
Andhra Pradesh,West Godavari,2019,Rabi,Mustard,3344,46481,13.9
Andhra Pradesh,West Godavari,2019,Kharif,Groundnut,8168,161726,19.8
Andhra Pradesh,West Godavari,2020,Rabi,Maize,18428,604438,32.8
Andhra Pradesh,West Godavari,2020,Rabi,Onion,15762,436607,27.7
Andhra Pradesh,West Godavari,2020,Kharif,Cotton,17253,370939,21.5
Andhra Pradesh,West Godavari,2020,Rabi,Chickpea,7654,122464,16.0
Andhra Pradesh,West Godavari,2020,Kharif,Soybean,16344,307267,18.8
Andhra Pradesh,West Godavari,2020,Kharif,Ragi,7201,130338,18.1
Andhra Pradesh,West Godavari,2020,Rabi,Mustard,11269,153258,13.6
Andhra Pradesh,West Godavari,2020,Kharif,Groundnut,13087,230331,17.6
Andhra Pradesh,West Godavari,2021,Kharif,Maize,12965,443403,34.2
Andhra Pradesh,West Godavari,2021,Rabi,Onion,13666,327984,24.0
Andhra Pradesh,West Godavari,2021,Kharif,Cotton,10927,205427,18.8
Andhra Pradesh,West Godavari,2021,Rabi,Chickpea,6634,95529,14.4
Andhra Pradesh,West Godavari,2021,Kharif,Soybean,14843,283501,19.1
Andhra Pradesh,West Godavari,2021,Kharif,Ragi,4776,87878,18.4
Andhra Pradesh,West Godavari,2021,Rabi,Mustard,12763,181234,14.2
Andhra Pradesh,West Godavari,2021,Kharif,Groundnut,19248,359937,18.7
Andhra Pradesh,West Godavari,2022,Kharif,Maize,15874,525429,33.1
Andhra Pradesh,West Godavari,2022,Kharif,Onion,11120,245752,22.1
Andhra Pradesh,West Godavari,2022,Kharif,Cotton,17197,381773,22.2
Andhra Pradesh,West Godavari,2022,Rabi,Chickpea,6507,96303,14.8
Andhra Pradesh,West Godavari,2022,Kharif,Soybean,5314,95652,18.0
Andhra Pradesh,West Godavari,2022,Kharif,Ragi,6294,117697,18.7
Andhra Pradesh,West Godavari,2022,Rabi,Mustard,7925,101440,12.8
Andhra Pradesh,West Godavari,2022,Kharif,Groundnut,3431,65189,19.0
Andhra Pradesh,Kadapa,2015,Kharif,Bajra,9837,137718,14.0
Andhra Pradesh,Kadapa,2015,Kharif,Groundnut,17368,347360,20.0
Andhra Pradesh,Kadapa,2015,Rabi,Potato,15437,3288081,213.0
Andhra Pradesh,Kadapa,2015,Kharif,Onion,13513,359445,26.6
Andhra Pradesh,Kadapa,2015,Rabi,Chickpea,8543,152065,17.8
Andhra Pradesh,Kadapa,2015,Rabi,Mustard,3709,56747,15.3
Andhra Pradesh,Kadapa,2015,Kharif,Sugarcane,18163,1445774,79.6
Andhra Pradesh,Kadapa,2015,Kharif,Pigeonpea,18905,277903,14.7
Andhra Pradesh,Kadapa,2016,Kharif,Bajra,7253,102992,14.2
Andhra Pradesh,Kadapa,2016,Kharif,Groundnut,18821,335013,17.8
Andhra Pradesh,Kadapa,2016,Rabi,Potato,4005,951187,237.5
Andhra Pradesh,Kadapa,2016,Rabi,Onion,12455,335039,26.9
Andhra Pradesh,Kadapa,2016,Rabi,Chickpea,14991,235358,15.7
Andhra Pradesh,Kadapa,2016,Rabi,Mustard,4674,61229,13.1
Andhra Pradesh,Kadapa,2016,Annual,Sugarcane,16442,1228217,74.7
Andhra Pradesh,Kadapa,2016,Kharif,Pigeonpea,12986,196088,15.1
Andhra Pradesh,Kadapa,2017,Kharif,Bajra,11400,156180,13.7
Andhra Pradesh,Kadapa,2017,Kharif,Groundnut,6547,123083,18.8
Andhra Pradesh,Kadapa,2017,Rabi,Potato,1172,254675,217.3
Andhra Pradesh,Kadapa,2017,Rabi,Onion,8066,178258,22.1
Andhra Pradesh,Kadapa,2017,Rabi,Chickpea,19294,312562,16.2
Andhra Pradesh,Kadapa,2017,Rabi,Mustard,11440,145288,12.7
Andhra Pradesh,Kadapa,2017,Rabi,Sugarcane,7564,576376,76.2
Andhra Pradesh,Kadapa,2017,Kharif,Pigeonpea,16978,232598,13.7
Andhra Pradesh,Kadapa,2018,Kharif,Bajra,18378,249940,13.6
Andhra Pradesh,Kadapa,2018,Kharif,Groundnut,9927,184642,18.6
Andhra Pradesh,Kadapa,2018,Rabi,Potato,1051,219659,209.0
Andhra Pradesh,Kadapa,2018,Kharif,Onion,14650,342810,23.4
Andhra Pradesh,Kadapa,2018,Rabi,Chickpea,4805,79763,16.6
Andhra Pradesh,Kadapa,2018,Rabi,Mustard,19237,240462,12.5
Andhra Pradesh,Kadapa,2018,Kharif,Sugarcane,22633,1812903,80.1
Andhra Pradesh,Kadapa,2018,Kharif,Pigeonpea,17405,236708,13.6
Andhra Pradesh,Kadapa,2019,Kharif,Bajra,14232,220596,15.5
Andhra Pradesh,Kadapa,2019,Kharif,Groundnut,13701,261689,19.1
Andhra Pradesh,Kadapa,2019,Rabi,Potato,4396,931072,211.8
Andhra Pradesh,Kadapa,2019,Kharif,Onion,12544,286003,22.8
Andhra Pradesh,Kadapa,2019,Rabi,Chickpea,7737,133076,17.2
Andhra Pradesh,Kadapa,2019,Rabi,Mustard,17680,275808,15.6
Andhra Pradesh,Kadapa,2019,Kharif,Sugarcane,10418,769890,73.9
Andhra Pradesh,Kadapa,2019,Kharif,Pigeonpea,16997,249855,14.7
Andhra Pradesh,Kadapa,2020,Kharif,Bajra,3435,49120,14.3
Andhra Pradesh,Kadapa,2020,Kharif,Groundnut,12341,243117,19.7
Andhra Pradesh,Kadapa,2020,Rabi,Potato,18794,4149715,220.8
Andhra Pradesh,Kadapa,2020,Kharif,Onion,7262,170657,23.5
Andhra Pradesh,Kadapa,2020,Rabi,Chickpea,3566,55273,15.5
Andhra Pradesh,Kadapa,2020,Rabi,Mustard,14059,185578,13.2
Andhra Pradesh,Kadapa,2020,Annual,Sugarcane,20409,1785787,87.5
Andhra Pradesh,Kadapa,2020,Kharif,Pigeonpea,8121,109633,13.5
Andhra Pradesh,Kadapa,2021,Kharif,Bajra,14037,220380,15.7
Andhra Pradesh,Kadapa,2021,Kharif,Groundnut,15910,307063,19.3
Andhra Pradesh,Kadapa,2021,Rabi,Potato,6913,1495281,216.3
Andhra Pradesh,Kadapa,2021,Kharif,Onion,3623,86589,23.9
Andhra Pradesh,Kadapa,2021,Rabi,Chickpea,12043,199913,16.6
Andhra Pradesh,Kadapa,2021,Rabi,Mustard,15962,228256,14.3
Andhra Pradesh,Kadapa,2021,Rabi,Sugarcane,17519,1464588,83.6
Andhra Pradesh,Kadapa,2021,Kharif,Pigeonpea,13552,169400,12.5
Andhra Pradesh,Kadapa,2022,Kharif,Bajra,3879,55081,14.2
Andhra Pradesh,Kadapa,2022,Kharif,Groundnut,15310,286297,18.7
Andhra Pradesh,Kadapa,2022,Rabi,Potato,6242,1377609,220.7
Andhra Pradesh,Kadapa,2022,Rabi,Onion,15358,351698,22.9
Andhra Pradesh,Kadapa,2022,Rabi,Chickpea,9733,142101,14.6
Andhra Pradesh,Kadapa,2022,Rabi,Mustard,3061,41323,13.5
Andhra Pradesh,Kadapa,2022,Kharif,Sugarcane,20743,1520461,73.3
Andhra Pradesh,Kadapa,2022,Kharif,Pigeonpea,4519,61458,13.6
Andhra Pradesh,Anantapur,2015,Kharif,Pigeonpea,8096,100390,12.4
Andhra Pradesh,Anantapur,2015,Kharif,Cotton,9858,198145,20.1
Andhra Pradesh,Anantapur,2015,Kharif,Groundnut,16623,319161,19.2
Andhra Pradesh,Anantapur,2015,Kharif,Soybean,11357,254396,22.4
Andhra Pradesh,Anantapur,2015,Kharif,Bajra,6447,89613,13.9
Andhra Pradesh,Anantapur,2015,Rabi,Potato,15585,3389737,217.5
Andhra Pradesh,Anantapur,2015,Kharif,Jowar,12472,187080,15.0
Andhra Pradesh,Anantapur,2015,Rabi,Chickpea,19765,332052,16.8
Andhra Pradesh,Anantapur,2016,Kharif,Pigeonpea,7161,109563,15.3
Andhra Pradesh,Anantapur,2016,Kharif,Cotton,22670,485137,21.4
Andhra Pradesh,Anantapur,2016,Kharif,Groundnut,8585,140794,16.4
Andhra Pradesh,Anantapur,2016,Kharif,Soybean,18188,340115,18.7
Andhra Pradesh,Anantapur,2016,Kharif,Bajra,14088,204276,14.5
Andhra Pradesh,Anantapur,2016,Rabi,Potato,5252,1239472,236.0
Andhra Pradesh,Anantapur,2016,Kharif,Jowar,15046,188075,12.5
Andhra Pradesh,Anantapur,2016,Rabi,Chickpea,15416,248197,16.1
Andhra Pradesh,Anantapur,2017,Kharif,Pigeonpea,12388,157327,12.7
Andhra Pradesh,Anantapur,2017,Kharif,Cotton,22952,454449,19.8
Andhra Pradesh,Anantapur,2017,Kharif,Groundnut,7962,130576,16.4
Andhra Pradesh,Anantapur,2017,Kharif,Soybean,3815,75155,19.7
Andhra Pradesh,Anantapur,2017,Kharif,Bajra,11965,180671,15.1
Andhra Pradesh,Anantapur,2017,Rabi,Potato,8388,1696053,202.2
Andhra Pradesh,Anantapur,2017,Rabi,Jowar,19003,294546,15.5
Andhra Pradesh,Anantapur,2017,Rabi,Chickpea,10211,176650,17.3
Andhra Pradesh,Anantapur,2018,Kharif,Pigeonpea,10993,159398,14.5
Andhra Pradesh,Anantapur,2018,Kharif,Cotton,23481,483708,20.6
Andhra Pradesh,Anantapur,2018,Kharif,Groundnut,7525,135450,18.0
Andhra Pradesh,Anantapur,2018,Kharif,Soybean,13063,240359,18.4
Andhra Pradesh,Anantapur,2018,Kharif,Bajra,2929,47449,16.2
Andhra Pradesh,Anantapur,2018,Rabi,Potato,9672,1895712,196.0
Andhra Pradesh,Anantapur,2018,Kharif,Jowar,15650,233185,14.9
Andhra Pradesh,Anantapur,2018,Rabi,Chickpea,19877,318032,16.0
Andhra Pradesh,Anantapur,2019,Kharif,Pigeonpea,11899,172535,14.5
Andhra Pradesh,Anantapur,2019,Kharif,Cotton,19306,362952,18.8
Andhra Pradesh,Anantapur,2019,Kharif,Groundnut,3963,70541,17.8
Andhra Pradesh,Anantapur,2019,Kharif,Soybean,17867,351979,19.7
Andhra Pradesh,Anantapur,2019,Kharif,Bajra,6707,93227,13.9
Andhra Pradesh,Anantapur,2019,Rabi,Potato,11463,2740803,239.1
Andhra Pradesh,Anantapur,2019,Rabi,Jowar,6284,98030,15.6
Andhra Pradesh,Anantapur,2019,Rabi,Chickpea,5479,88211,16.1
Andhra Pradesh,Anantapur,2020,Kharif,Pigeonpea,6014,78783,13.1
Andhra Pradesh,Anantapur,2020,Kharif,Cotton,10616,210196,19.8
Andhra Pradesh,Anantapur,2020,Kharif,Groundnut,14587,234850,16.1
Andhra Pradesh,Anantapur,2020,Kharif,Soybean,7233,135980,18.8
Andhra Pradesh,Anantapur,2020,Kharif,Bajra,12247,203300,16.6
Andhra Pradesh,Anantapur,2020,Rabi,Potato,17327,4052785,233.9
Andhra Pradesh,Anantapur,2020,Rabi,Jowar,12110,169540,14.0
Andhra Pradesh,Anantapur,2020,Rabi,Chickpea,14885,211367,14.2
Andhra Pradesh,Anantapur,2021,Kharif,Pigeonpea,9049,141164,15.6
Andhra Pradesh,Anantapur,2021,Kharif,Cotton,15219,270898,17.8
Andhra Pradesh,Anantapur,2021,Kharif,Groundnut,17420,320528,18.4
Andhra Pradesh,Anantapur,2021,Kharif,Soybean,5522,111544,20.2
Andhra Pradesh,Anantapur,2021,Kharif,Bajra,10666,146124,13.7
Andhra Pradesh,Anantapur,2021,Rabi,Potato,12991,3038594,233.9
Andhra Pradesh,Anantapur,2021,Kharif,Jowar,8378,114778,13.7
Andhra Pradesh,Anantapur,2021,Rabi,Chickpea,4409,71425,16.2
Andhra Pradesh,Anantapur,2022,Kharif,Pigeonpea,11165,156310,14.0
Andhra Pradesh,Anantapur,2022,Kharif,Cotton,9168,166857,18.2
Andhra Pradesh,Anantapur,2022,Kharif,Groundnut,13111,229442,17.5
Andhra Pradesh,Anantapur,2022,Kharif,Soybean,8522,180666,21.2
Andhra Pradesh,Anantapur,2022,Kharif,Bajra,3484,52260,15.0
Andhra Pradesh,Anantapur,2022,Rabi,Potato,11913,2392130,200.8
Andhra Pradesh,Anantapur,2022,Rabi,Jowar,6880,97008,14.1
Andhra Pradesh,Anantapur,2022,Rabi,Chickpea,12437,190286,15.3
Andhra Pradesh,Kurnool,2015,Kharif,Groundnut,11823,223454,18.9
Andhra Pradesh,Kurnool,2015,Kharif,Soybean,14070,302505,21.5
Andhra Pradesh,Kurnool,2015,Annual,Sugarcane,19649,1636761,83.3
Andhra Pradesh,Kurnool,2015,Kharif,Onion,1873,50196,26.8
Andhra Pradesh,Kurnool,2015,Kharif,Pigeonpea,9456,124819,13.2
Andhra Pradesh,Kurnool,2015,Kharif,Bajra,7587,116081,15.3
Andhra Pradesh,Kurnool,2015,Rabi,Jowar,9936,127180,12.8
Andhra Pradesh,Kurnool,2015,Kharif,Cotton,9601,194900,20.3
Andhra Pradesh,Kurnool,2016,Kharif,Groundnut,12279,195236,15.9
Andhra Pradesh,Kurnool,2016,Kharif,Soybean,8681,158862,18.3
Andhra Pradesh,Kurnool,2016,Annual,Sugarcane,21453,1716240,80.0
Andhra Pradesh,Kurnool,2016,Rabi,Onion,17996,471495,26.2
Andhra Pradesh,Kurnool,2016,Kharif,Pigeonpea,17675,250985,14.2
Andhra Pradesh,Kurnool,2016,Kharif,Bajra,7674,109738,14.3
Andhra Pradesh,Kurnool,2016,Rabi,Jowar,13217,203541,15.4
Andhra Pradesh,Kurnool,2016,Kharif,Cotton,14662,304969,20.8
Andhra Pradesh,Kurnool,2017,Kharif,Groundnut,10077,168285,16.7
Andhra Pradesh,Kurnool,2017,Kharif,Soybean,9368,190170,20.3
Andhra Pradesh,Kurnool,2017,Annual,Sugarcane,12792,1089878,85.2
Andhra Pradesh,Kurnool,2017,Kharif,Onion,12429,297053,23.9
Andhra Pradesh,Kurnool,2017,Kharif,Pigeonpea,19799,263326,13.3
Andhra Pradesh,Kurnool,2017,Kharif,Bajra,14928,244819,16.4
Andhra Pradesh,Kurnool,2017,Rabi,Jowar,6799,105384,15.5
Andhra Pradesh,Kurnool,2017,Kharif,Cotton,8589,152884,17.8
Andhra Pradesh,Kurnool,2018,Kharif,Groundnut,10403,205979,19.8
Andhra Pradesh,Kurnool,2018,Kharif,Soybean,19648,365452,18.6
Andhra Pradesh,Kurnool,2018,Annual,Sugarcane,14900,1315670,88.3
Andhra Pradesh,Kurnool,2018,Rabi,Onion,8840,200668,22.7
Andhra Pradesh,Kurnool,2018,Kharif,Pigeonpea,19401,242512,12.5
Andhra Pradesh,Kurnool,2018,Kharif,Bajra,3720,57660,15.5
Andhra Pradesh,Kurnool,2018,Kharif,Jowar,17479,239462,13.7
Andhra Pradesh,Kurnool,2018,Kharif,Cotton,10504,219533,20.9
Andhra Pradesh,Kurnool,2019,Kharif,Groundnut,7175,143500,20.0
Andhra Pradesh,Kurnool,2019,Kharif,Soybean,17587,364050,20.7
Andhra Pradesh,Kurnool,2019,Annual,Sugarcane,15412,1277654,82.9
Andhra Pradesh,Kurnool,2019,Kharif,Onion,2938,69630,23.7
Andhra Pradesh,Kurnool,2019,Kharif,Pigeonpea,9609,139330,14.5
Andhra Pradesh,Kurnool,2019,Kharif,Bajra,7736,127644,16.5
Andhra Pradesh,Kurnool,2019,Rabi,Jowar,7760,118728,15.3
Andhra Pradesh,Kurnool,2019,Kharif,Cotton,19008,425779,22.4
Andhra Pradesh,Kurnool,2020,Kharif,Groundnut,11485,190651,16.6
Andhra Pradesh,Kurnool,2020,Kharif,Soybean,5516,97081,17.6
Andhra Pradesh,Kurnool,2020,Annual,Sugarcane,23802,1806571,75.9
Andhra Pradesh,Kurnool,2020,Kharif,Onion,5397,147338,27.3
Andhra Pradesh,Kurnool,2020,Kharif,Pigeonpea,5691,75121,13.2
Andhra Pradesh,Kurnool,2020,Kharif,Bajra,17037,235110,13.8
Andhra Pradesh,Kurnool,2020,Rabi,Jowar,2461,36176,14.7
Andhra Pradesh,Kurnool,2020,Kharif,Cotton,12329,263840,21.4
Andhra Pradesh,Kurnool,2021,Kharif,Groundnut,15287,282809,18.5
Andhra Pradesh,Kurnool,2021,Kharif,Soybean,4842,97324,20.1
Andhra Pradesh,Kurnool,2021,Annual,Sugarcane,12054,1002892,83.2
Andhra Pradesh,Kurnool,2021,Rabi,Onion,9128,227287,24.9
Andhra Pradesh,Kurnool,2021,Kharif,Pigeonpea,9717,128264,13.2
Andhra Pradesh,Kurnool,2021,Kharif,Bajra,12801,203535,15.9
Andhra Pradesh,Kurnool,2021,Rabi,Jowar,2374,33948,14.3
Andhra Pradesh,Kurnool,2021,Kharif,Cotton,13743,284480,20.7
Andhra Pradesh,Kurnool,2022,Kharif,Groundnut,17250,322575,18.7
Andhra Pradesh,Kurnool,2022,Kharif,Soybean,18466,339774,18.4
Andhra Pradesh,Kurnool,2022,Kharif,Sugarcane,9847,838964,85.2
Andhra Pradesh,Kurnool,2022,Kharif,Onion,8236,199311,24.2
Andhra Pradesh,Kurnool,2022,Kharif,Pigeonpea,17669,273869,15.5
Andhra Pradesh,Kurnool,2022,Kharif,Bajra,14242,210781,14.8
Andhra Pradesh,Kurnool,2022,Rabi,Jowar,17428,256191,14.7
Andhra Pradesh,Kurnool,2022,Kharif,Cotton,8682,184926,21.3
Andhra Pradesh,Srikakulam,2015,Kharif,Ragi,6910,126453,18.3
Andhra Pradesh,Srikakulam,2015,Kharif,Cotton,23050,442560,19.2
Andhra Pradesh,Srikakulam,2015,Kharif,Onion,7730,175471,22.7
Andhra Pradesh,Srikakulam,2015,Kharif,Groundnut,18723,303312,16.2
Andhra Pradesh,Srikakulam,2015,Rabi,Wheat,20858,940695,45.1
Andhra Pradesh,Srikakulam,2015,Rabi,Sugarcane,20968,1683730,80.3
Andhra Pradesh,Srikakulam,2015,Kharif,Bajra,12098,183889,15.2
Andhra Pradesh,Srikakulam,2015,Kharif,Rice,6098,220137,36.1
Andhra Pradesh,Srikakulam,2016,Kharif,Ragi,3484,63757,18.3
Andhra Pradesh,Srikakulam,2016,Kharif,Cotton,8089,156117,19.3
Andhra Pradesh,Srikakulam,2016,Rabi,Onion,3261,90003,27.6
Andhra Pradesh,Srikakulam,2016,Kharif,Groundnut,15397,246352,16.0
Andhra Pradesh,Srikakulam,2016,Rabi,Wheat,19774,883897,44.7
Andhra Pradesh,Srikakulam,2016,Annual,Sugarcane,18533,1658703,89.5
Andhra Pradesh,Srikakulam,2016,Kharif,Bajra,14369,234214,16.3
Andhra Pradesh,Srikakulam,2016,Rabi,Rice,23671,788244,33.3
Andhra Pradesh,Srikakulam,2017,Kharif,Ragi,13395,250486,18.7
Andhra Pradesh,Srikakulam,2017,Kharif,Cotton,23604,436674,18.5
Andhra Pradesh,Srikakulam,2017,Kharif,Onion,8297,209084,25.2
Andhra Pradesh,Srikakulam,2017,Kharif,Groundnut,11776,224921,19.1
Andhra Pradesh,Srikakulam,2017,Rabi,Wheat,23840,1041808,43.7
Andhra Pradesh,Srikakulam,2017,Annual,Sugarcane,13525,1090115,80.6
Andhra Pradesh,Srikakulam,2017,Kharif,Bajra,7083,105536,14.9
Andhra Pradesh,Srikakulam,2017,Rabi,Rice,9697,331637,34.2
Andhra Pradesh,Srikakulam,2018,Kharif,Ragi,15737,303724,19.3
Andhra Pradesh,Srikakulam,2018,Kharif,Cotton,8204,154235,18.8
Andhra Pradesh,Srikakulam,2018,Rabi,Onion,15628,400076,25.6
Andhra Pradesh,Srikakulam,2018,Kharif,Groundnut,3449,58288,16.9
Andhra Pradesh,Srikakulam,2018,Rabi,Wheat,23686,980600,41.4
Andhra Pradesh,Srikakulam,2018,Rabi,Sugarcane,7849,666380,84.9
Andhra Pradesh,Srikakulam,2018,Kharif,Bajra,11478,172170,15.0
Andhra Pradesh,Srikakulam,2018,Kharif,Rice,16449,654670,39.8
Andhra Pradesh,Srikakulam,2019,Kharif,Ragi,6694,113128,16.9
Andhra Pradesh,Srikakulam,2019,Kharif,Cotton,15016,294313,19.6
Andhra Pradesh,Srikakulam,2019,Rabi,Onion,6738,170471,25.3
Andhra Pradesh,Srikakulam,2019,Kharif,Groundnut,3536,64355,18.2
Andhra Pradesh,Srikakulam,2019,Rabi,Wheat,18489,859738,46.5
Andhra Pradesh,Srikakulam,2019,Kharif,Sugarcane,19642,1502613,76.5
Andhra Pradesh,Srikakulam,2019,Kharif,Bajra,14335,196389,13.7
Andhra Pradesh,Srikakulam,2019,Kharif,Rice,21516,845578,39.3
Andhra Pradesh,Srikakulam,2020,Kharif,Ragi,11854,231153,19.5
Andhra Pradesh,Srikakulam,2020,Kharif,Cotton,7888,169592,21.5
Andhra Pradesh,Srikakulam,2020,Kharif,Onion,18366,510574,27.8
Andhra Pradesh,Srikakulam,2020,Kharif,Groundnut,10355,181212,17.5
Andhra Pradesh,Srikakulam,2020,Rabi,Wheat,8590,346177,40.3
Andhra Pradesh,Srikakulam,2020,Annual,Sugarcane,9029,782814,86.7
Andhra Pradesh,Srikakulam,2020,Kharif,Bajra,14359,192410,13.4
Andhra Pradesh,Srikakulam,2020,Kharif,Rice,12165,490249,40.3
Andhra Pradesh,Srikakulam,2021,Kharif,Ragi,12910,231088,17.9
Andhra Pradesh,Srikakulam,2021,Kharif,Cotton,6502,144344,22.2
Andhra Pradesh,Srikakulam,2021,Rabi,Onion,4844,133694,27.6
Andhra Pradesh,Srikakulam,2021,Kharif,Groundnut,8701,172279,19.8
Andhra Pradesh,Srikakulam,2021,Rabi,Wheat,16538,764055,46.2
Andhra Pradesh,Srikakulam,2021,Annual,Sugarcane,23486,1824862,77.7
Andhra Pradesh,Srikakulam,2021,Kharif,Bajra,13784,197111,14.3
Andhra Pradesh,Srikakulam,2021,Rabi,Rice,21384,784792,36.7
Andhra Pradesh,Srikakulam,2022,Kharif,Ragi,14147,280110,19.8
Andhra Pradesh,Srikakulam,2022,Kharif,Cotton,13250,259700,19.6
Andhra Pradesh,Srikakulam,2022,Rabi,Onion,14683,324494,22.1
Andhra Pradesh,Srikakulam,2022,Kharif,Groundnut,12809,211348,16.5
Andhra Pradesh,Srikakulam,2022,Rabi,Wheat,14052,573321,40.8
Andhra Pradesh,Srikakulam,2022,Annual,Sugarcane,17061,1381941,81.0
Andhra Pradesh,Srikakulam,2022,Kharif,Bajra,18011,286374,15.9
Andhra Pradesh,Srikakulam,2022,Rabi,Rice,17540,643718,36.7
Andhra Pradesh,Vizianagaram,2015,Kharif,Groundnut,4435,86482,19.5
Andhra Pradesh,Vizianagaram,2015,Kharif,Maize,15513,527442,34.0
Andhra Pradesh,Vizianagaram,2015,Rabi,Onion,8583,232599,27.1
Andhra Pradesh,Vizianagaram,2015,Kharif,Cotton,6299,132279,21.0
Andhra Pradesh,Vizianagaram,2015,Rabi,Mustard,14229,199206,14.0
Andhra Pradesh,Vizianagaram,2015,Kharif,Ragi,17833,329910,18.5
Andhra Pradesh,Vizianagaram,2015,Summer,Tomato,1216,26630,21.9
